ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,banner_position,coord_norm
1122055,1178,144699,40-44,F,16,left,"(12,44)"
1122055,1178,144699,40-44,F,16,left,"(13,72)"
1122055,1178,144699,40-44,F,16,left,"(12,44)"
1122055,1178,144699,40-44,F,16,left,"(12,74)"
1122055,1178,144699,40-44,F,16,left,"(13,56)"
1122055,1178,144699,40-44,F,16,left,"(9,50)"
1122055,1178,144699,40-44,F,16,left,"(13,61)"
1122055,1178,144699,40-44,F,16,left,"(15,57)"
1122055,1178,144699,40-44,F,16,left,"(11,57)"
1122055,1178,144699,40-44,F,16,left,"(10,45)"
1122055,1178,144699,40-44,F,16,left,"(11,64)"
1122055,1178,144699,40-44,F,16,left,"(12,43)"
1122055,1178,144699,40-44,F,16,left,"(11,57)"
1122055,1178,144699,40-44,F,16,left,"(14,53)"
1122055,1178,144699,40-44,F,16,left,"(13,46)"
1122055,1178,144699,40-44,F,16,left,"(11,58)"
1122055,1178,144699,40-44,F,16,left,"(11,59)"
1122055,1178,144699,40-44,F,16,left,"(11,52)"
1122055,1178,144699,40-44,F,16,left,"(13,43)"
1122055,1178,144699,40-44,F,16,left,"(11,40)"
1122055,1178,144699,40-44,F,16,left,"(13,40)"
1122055,1178,144699,40-44,F,16,left,"(12,45)"
1122055,1178,144699,40-44,F,16,left,"(10,64)"
1122055,1178,144699,40-44,F,16,left,"(10,41)"
1122055,1178,144699,40-44,F,16,left,"(14,49)"
1122055,1178,144699,40-44,F,16,left,"(14,50)"
1122055,1178,144699,40-44,F,16,left,"(11,47)"
1122055,1178,144699,40-44,F,16,left,"(12,65)"
1122055,1178,144699,40-44,F,16,left,"(12,56)"
1122055,1178,144699,40-44,F,16,left,"(10,46)"
1122055,1178,144699,40-44,F,16,left,"(11,47)"
1122055,1178,144699,40-44,F,16,left,"(12,70)"
1122055,1178,144699,40-44,F,16,left,"(11,51)"
1122055,1178,144699,40-44,F,16,left,"(14,67)"
1122055,1178,144699,40-44,F,16,left,"(11,52)"
1122055,1178,144699,40-44,F,16,left,"(13,58)"
1122055,1178,144699,40-44,F,16,left,"(11,69)"
1122055,1178,144699,40-44,F,16,left,"(13,55)"
1122055,1178,144699,40-44,F,16,left,"(11,63)"
1122055,1178,144699,40-44,F,16,left,"(12,54)"
1122055,1178,144699,40-44,F,16,left,"(12,45)"
1122055,1178,144699,40-44,F,16,left,"(13,55)"
1122055,1178,144699,40-44,F,16,left,"(13,63)"
1122055,1178,144699,40-44,F,16,left,"(15,42)"
1122055,1178,144699,40-44,F,16,left,"(10,57)"
1122055,1178,144699,40-44,F,16,left,"(15,49)"
1122055,1178,144699,40-44,F,16,left,"(10,40)"
1122055,1178,144699,40-44,F,16,left,"(13,49)"
1122055,1178,144699,40-44,F,16,left,"(15,52)"
1122055,1178,144699,40-44,F,16,left,"(16,53)"
1122055,1178,144699,40-44,F,16,left,"(11,45)"
1122055,1178,144699,40-44,F,16,left,"(12,44)"
1122055,1178,144699,40-44,F,16,left,"(12,39)"
1122055,1178,144699,40-44,F,16,left,"(11,49)"
1122055,1178,144699,40-44,F,16,left,"(10,40)"
1122055,1178,144699,40-44,F,16,left,"(14,58)"
1122056,1178,144699,40-44,F,16,left,"(13,45)"
1122056,1178,144699,40-44,F,16,left,"(10,60)"
1122056,1178,144699,40-44,F,16,left,"(13,50)"
1122056,1178,144699,40-44,F,16,left,"(14,65)"
1122056,1178,144699,40-44,F,16,left,"(14,46)"
1122056,1178,144699,40-44,F,16,left,"(12,57)"
1122056,1178,144699,40-44,F,16,left,"(14,59)"
1122056,1178,144699,40-44,F,16,left,"(13,58)"
1122056,1178,144699,40-44,F,16,left,"(15,64)"
1122056,1178,144699,40-44,F,16,left,"(11,62)"
1122056,1178,144699,40-44,F,16,left,"(13,56)"
1122056,1178,144699,40-44,F,16,left,"(10,65)"
1122056,1178,144699,40-44,F,16,left,"(12,66)"
1122056,1178,144699,40-44,F,16,left,"(14,37)"
1122056,1178,144699,40-44,F,16,left,"(11,56)"
1122056,1178,144699,40-44,F,16,left,"(11,47)"
1122056,1178,144699,40-44,F,16,left,"(12,42)"
1122056,1178,144699,40-44,F,16,left,"(10,40)"
1122056,1178,144699,40-44,F,16,left,"(13,37)"
1122056,1178,144699,40-44,F,16,left,"(12,49)"
1122056,1178,144699,40-44,F,16,left,"(12,40)"
1122056,1178,144699,40-44,F,16,left,"(16,56)"
1122056,1178,144699,40-44,F,16,left,"(13,25)"
1122056,1178,144699,40-44,F,16,left,"(11,45)"
1122056,1178,144699,40-44,F,16,left,"(14,32)"
1122056,1178,144699,40-44,F,16,left,"(12,52)"
1122056,1178,144699,40-44,F,16,left,"(12,28)"
1122056,1178,144699,40-44,F,16,left,"(10,49)"
1122056,1178,144699,40-44,F,16,left,"(12,65)"
1122056,1178,144699,40-44,F,16,left,"(14,63)"
1122056,1178,144699,40-44,F,16,left,"(13,31)"
1122056,1178,144699,40-44,F,16,left,"(14,53)"
1122056,1178,144699,40-44,F,16,left,"(14,50)"
1122056,1178,144699,40-44,F,16,left,"(13,56)"
1122056,1178,144699,40-44,F,16,left,"(7,43)"
1122056,1178,144699,40-44,F,16,left,"(11,71)"
1122056,1178,144699,40-44,F,16,left,"(17,57)"
1122056,1178,144699,40-44,F,16,left,"(13,43)"
1122056,1178,144699,40-44,F,16,left,"(13,51)"
1122056,1178,144699,40-44,F,16,left,"(14,53)"
1122056,1178,144699,40-44,F,16,left,"(10,60)"
1122056,1178,144699,40-44,F,16,left,"(12,62)"
1122056,1178,144699,40-44,F,16,left,"(15,44)"
1122056,1178,144699,40-44,F,16,left,"(10,41)"
1122056,1178,144699,40-44,F,16,left,"(14,43)"
1122056,1178,144699,40-44,F,16,left,"(13,40)"
1122056,1178,144699,40-44,F,16,left,"(13,40)"
1122056,1178,144699,40-44,F,16,left,"(12,61)"
1122056,1178,144699,40-44,F,16,left,"(14,70)"
1122056,1178,144699,40-44,F,16,left,"(11,51)"
1122056,1178,144699,40-44,F,16,left,"(12,50)"
1122056,1178,144699,40-44,F,16,left,"(11,55)"
1122056,1178,144699,40-44,F,16,left,"(12,58)"
1122056,1178,144699,40-44,F,16,left,"(12,46)"
1122056,1178,144699,40-44,F,16,left,"(15,70)"
1122056,1178,144699,40-44,F,16,left,"(11,60)"
1122056,1178,144699,40-44,F,16,left,"(10,48)"
1122056,1178,144699,40-44,F,16,left,"(15,52)"
1122056,1178,144699,40-44,F,16,left,"(9,60)"
1122056,1178,144699,40-44,F,16,left,"(10,63)"
1122056,1178,144699,40-44,F,16,left,"(10,45)"
1122056,1178,144699,40-44,F,16,left,"(11,52)"
1122056,1178,144699,40-44,F,16,left,"(15,50)"
1122056,1178,144699,40-44,F,16,left,"(11,62)"
1122056,1178,144699,40-44,F,16,left,"(11,40)"
1122056,1178,144699,40-44,F,16,left,"(11,48)"
1122056,1178,144699,40-44,F,16,left,"(10,55)"
1122056,1178,144699,40-44,F,16,left,"(13,51)"
1122056,1178,144699,40-44,F,16,left,"(12,44)"
1122056,1178,144699,40-44,F,16,left,"(9,40)"
1122056,1178,144699,40-44,F,16,left,"(13,53)"
1122056,1178,144699,40-44,F,16,left,"(16,49)"
1122056,1178,144699,40-44,F,16,left,"(11,55)"
1122056,1178,144699,40-44,F,16,left,"(12,71)"
1122056,1178,144699,40-44,F,16,left,"(14,47)"
1122056,1178,144699,40-44,F,16,left,"(14,46)"
1122056,1178,144699,40-44,F,16,left,"(12,40)"
1122056,1178,144699,40-44,F,16,left,"(12,54)"
1122056,1178,144699,40-44,F,16,left,"(12,65)"
1122056,1178,144699,40-44,F,16,left,"(14,53)"
1122056,1178,144699,40-44,F,16,left,"(13,41)"
1122056,1178,144699,40-44,F,16,left,"(13,50)"
1122056,1178,144699,40-44,F,16,left,"(11,49)"
1122056,1178,144699,40-44,F,16,left,"(12,54)"
1122056,1178,144699,40-44,F,16,left,"(9,59)"
1122056,1178,144699,40-44,F,16,left,"(10,45)"
1122056,1178,144699,40-44,F,16,left,"(15,51)"
1122056,1178,144699,40-44,F,16,left,"(13,60)"
1122056,1178,144699,40-44,F,16,left,"(12,59)"
1122056,1178,144699,40-44,F,16,left,"(10,42)"
1122056,1178,144699,40-44,F,16,left,"(12,52)"
1122056,1178,144699,40-44,F,16,left,"(8,39)"
1122056,1178,144699,40-44,F,16,left,"(13,53)"
1122056,1178,144699,40-44,F,16,left,"(7,40)"
1122056,1178,144699,40-44,F,16,left,"(13,53)"
1122056,1178,144699,40-44,F,16,left,"(10,55)"
1122056,1178,144699,40-44,F,16,left,"(10,63)"
1122056,1178,144699,40-44,F,16,left,"(11,59)"
1122056,1178,144699,40-44,F,16,left,"(14,63)"
1122056,1178,144699,40-44,F,16,left,"(9,47)"
1122056,1178,144699,40-44,F,16,left,"(10,63)"
1122056,1178,144699,40-44,F,16,left,"(12,40)"
1122056,1178,144699,40-44,F,16,left,"(11,51)"
1122056,1178,144699,40-44,F,16,left,"(11,50)"
1122056,1178,144699,40-44,F,16,left,"(15,25)"
1122056,1178,144699,40-44,F,16,left,"(10,24)"
1122056,1178,144699,40-44,F,16,left,"(13,64)"
1122056,1178,144699,40-44,F,16,left,"(12,33)"
1122056,1178,144699,40-44,F,16,left,"(11,58)"
1122056,1178,144699,40-44,F,16,left,"(14,54)"
1122056,1178,144699,40-44,F,16,left,"(13,57)"
1122056,1178,144699,40-44,F,16,left,"(12,61)"
1122056,1178,144699,40-44,F,16,left,"(9,55)"
1122056,1178,144699,40-44,F,16,left,"(11,64)"
1122056,1178,144699,40-44,F,16,left,"(11,63)"
1122056,1178,144699,40-44,F,16,left,"(10,57)"
1122056,1178,144699,40-44,F,16,left,"(17,50)"
1122056,1178,144699,40-44,F,16,left,"(11,63)"
1122056,1178,144699,40-44,F,16,left,"(11,74)"
1122056,1178,144699,40-44,F,16,left,"(13,56)"
1122056,1178,144699,40-44,F,16,left,"(12,45)"
1122056,1178,144699,40-44,F,16,left,"(17,49)"
1122056,1178,144699,40-44,F,16,left,"(11,60)"
1122056,1178,144699,40-44,F,16,left,"(11,43)"
1122056,1178,144699,40-44,F,16,left,"(9,41)"
1122056,1178,144699,40-44,F,16,left,"(13,52)"
1122056,1178,144699,40-44,F,16,left,"(12,65)"
1122056,1178,144699,40-44,F,16,left,"(10,50)"
1122056,1178,144699,40-44,F,16,left,"(14,45)"
1122056,1178,144699,40-44,F,16,left,"(12,44)"
1122056,1178,144699,40-44,F,16,left,"(14,49)"
1122056,1178,144699,40-44,F,16,left,"(10,46)"
1122056,1178,144699,40-44,F,16,left,"(10,59)"
1122056,1178,144699,40-44,F,16,left,"(10,50)"
1122056,1178,144699,40-44,F,16,left,"(10,33)"
1122056,1178,144699,40-44,F,16,left,"(13,52)"
1122056,1178,144699,40-44,F,16,left,"(12,71)"
1122056,1178,144699,40-44,F,16,left,"(14,68)"
1122056,1178,144699,40-44,F,16,left,"(14,49)"
1122056,1178,144699,40-44,F,16,left,"(10,52)"
1122056,1178,144699,40-44,F,16,left,"(14,41)"
1122056,1178,144699,40-44,F,16,left,"(12,53)"
1122056,1178,144699,40-44,F,16,left,"(13,31)"
1122056,1178,144699,40-44,F,16,left,"(12,39)"
1122056,1178,144699,40-44,F,16,left,"(11,54)"
1122056,1178,144699,40-44,F,16,left,"(11,35)"
1122056,1178,144699,40-44,F,16,left,"(15,54)"
1122056,1178,144699,40-44,F,16,left,"(13,53)"
1122056,1178,144699,40-44,F,16,left,"(11,61)"
1122056,1178,144699,40-44,F,16,left,"(14,46)"
1122056,1178,144699,40-44,F,16,left,"(11,32)"
1122056,1178,144699,40-44,F,16,left,"(13,69)"
1122056,1178,144699,40-44,F,16,left,"(13,55)"
1122056,1178,144699,40-44,F,16,left,"(12,79)"
1122056,1178,144699,40-44,F,16,left,"(10,48)"
1122056,1178,144699,40-44,F,16,left,"(12,66)"
1122056,1178,144699,40-44,F,16,left,"(10,54)"
1122056,1178,144699,40-44,F,16,left,"(10,55)"
1122056,1178,144699,40-44,F,16,left,"(14,42)"
1122056,1178,144699,40-44,F,16,left,"(12,51)"
1122056,1178,144699,40-44,F,16,left,"(9,57)"
1122056,1178,144699,40-44,F,16,left,"(12,53)"
1122056,1178,144699,40-44,F,16,left,"(10,51)"
1122056,1178,144699,40-44,F,16,left,"(14,49)"
1122056,1178,144699,40-44,F,16,left,"(10,48)"
1122056,1178,144699,40-44,F,16,left,"(14,57)"
1122056,1178,144699,40-44,F,16,left,"(10,64)"
1122056,1178,144699,40-44,F,16,left,"(10,56)"
1122056,1178,144699,40-44,F,16,left,"(14,50)"
1122056,1178,144699,40-44,F,16,left,"(18,64)"
1122056,1178,144699,40-44,F,16,left,"(12,57)"
1122056,1178,144699,40-44,F,16,left,"(11,67)"
1122056,1178,144699,40-44,F,16,left,"(10,60)"
1122056,1178,144699,40-44,F,16,left,"(12,48)"
1122056,1178,144699,40-44,F,16,left,"(13,49)"
1122056,1178,144699,40-44,F,16,left,"(13,43)"
1122056,1178,144699,40-44,F,16,left,"(13,62)"
1122056,1178,144699,40-44,F,16,left,"(13,55)"
1122056,1178,144699,40-44,F,16,left,"(10,56)"
1122056,1178,144699,40-44,F,16,left,"(10,39)"
1122056,1178,144699,40-44,F,16,left,"(12,46)"
1122056,1178,144699,40-44,F,16,left,"(15,49)"
1122058,1178,144700,40-44,F,18,left,"(15,61)"
1122058,1178,144700,40-44,F,18,left,"(10,30)"
1122058,1178,144700,40-44,F,18,left,"(15,56)"
1122075,1178,144703,40-44,F,21,left,"(13,67)"
1122075,1178,144703,40-44,F,21,left,"(10,50)"
1122075,1178,144703,40-44,F,21,left,"(10,44)"
1122075,1178,144703,40-44,F,21,left,"(13,55)"
1122075,1178,144703,40-44,F,21,left,"(13,43)"
1122075,1178,144703,40-44,F,21,left,"(11,59)"
1122075,1178,144703,40-44,F,21,left,"(10,53)"
1122075,1178,144703,40-44,F,21,left,"(14,56)"
1122075,1178,144703,40-44,F,21,left,"(9,67)"
1122075,1178,144703,40-44,F,21,left,"(14,58)"
1122075,1178,144703,40-44,F,21,left,"(10,55)"
1122078,1178,144703,40-44,F,21,left,"(14,54)"
1122078,1178,144703,40-44,F,21,left,"(13,54)"
1122078,1178,144703,40-44,F,21,left,"(15,47)"
1122078,1178,144703,40-44,F,21,left,"(12,64)"
1122078,1178,144703,40-44,F,21,left,"(11,38)"
1122078,1178,144703,40-44,F,21,left,"(10,43)"
1122078,1178,144703,40-44,F,21,left,"(12,44)"
1122078,1178,144703,40-44,F,21,left,"(9,52)"
1122078,1178,144703,40-44,F,21,left,"(15,31)"
1122078,1178,144703,40-44,F,21,left,"(15,47)"
1122078,1178,144703,40-44,F,21,left,"(11,57)"
1122078,1178,144703,40-44,F,21,left,"(10,49)"
1122078,1178,144703,40-44,F,21,left,"(13,52)"
1122078,1178,144703,40-44,F,21,left,"(14,39)"
1122078,1178,144703,40-44,F,21,left,"(10,60)"
1122078,1178,144703,40-44,F,21,left,"(12,37)"
1122078,1178,144703,40-44,F,21,left,"(14,38)"
1122078,1178,144703,40-44,F,21,left,"(11,57)"
1122078,1178,144703,40-44,F,21,left,"(16,51)"
1122078,1178,144703,40-44,F,21,left,"(10,61)"
1122078,1178,144703,40-44,F,21,left,"(13,71)"
1122078,1178,144703,40-44,F,21,left,"(11,42)"
1122078,1178,144703,40-44,F,21,left,"(13,47)"
1122078,1178,144703,40-44,F,21,left,"(13,64)"
1122078,1178,144703,40-44,F,21,left,"(12,39)"
1122078,1178,144703,40-44,F,21,left,"(10,60)"
1122078,1178,144703,40-44,F,21,left,"(13,52)"
1122078,1178,144703,40-44,F,21,left,"(9,43)"
1122078,1178,144703,40-44,F,21,left,"(16,55)"
1122078,1178,144703,40-44,F,21,left,"(11,55)"
1122078,1178,144703,40-44,F,21,left,"(14,48)"
1122078,1178,144703,40-44,F,21,left,"(12,50)"
1122078,1178,144703,40-44,F,21,left,"(13,61)"
1122078,1178,144703,40-44,F,21,left,"(16,45)"
1122078,1178,144703,40-44,F,21,left,"(12,48)"
1122078,1178,144703,40-44,F,21,left,"(10,61)"
1122078,1178,144703,40-44,F,21,left,"(11,53)"
1122078,1178,144703,40-44,F,21,left,"(12,38)"
1122078,1178,144703,40-44,F,21,left,"(12,43)"
1122078,1178,144703,40-44,F,21,left,"(11,36)"
1122078,1178,144703,40-44,F,21,left,"(10,56)"
1122078,1178,144703,40-44,F,21,left,"(11,71)"
1122079,1178,144703,40-44,F,21,left,"(10,51)"
1122079,1178,144703,40-44,F,21,left,"(11,63)"
1122079,1178,144703,40-44,F,21,left,"(16,57)"
1122079,1178,144703,40-44,F,21,left,"(10,35)"
1122079,1178,144703,40-44,F,21,left,"(11,60)"
1122079,1178,144703,40-44,F,21,left,"(11,59)"
1122079,1178,144703,40-44,F,21,left,"(12,55)"
1122085,1178,144704,40-44,F,22,left,"(10,56)"
1122085,1178,144704,40-44,F,22,left,"(12,41)"
1122085,1178,144704,40-44,F,22,left,"(12,44)"
1122085,1178,144704,40-44,F,22,left,"(11,55)"
1122085,1178,144704,40-44,F,22,left,"(11,59)"
1122085,1178,144704,40-44,F,22,left,"(10,60)"
1122085,1178,144704,40-44,F,22,left,"(13,44)"
1122085,1178,144704,40-44,F,22,left,"(13,54)"
1122085,1178,144704,40-44,F,22,left,"(12,86)"
1122085,1178,144704,40-44,F,22,left,"(10,39)"
1122085,1178,144704,40-44,F,22,left,"(13,65)"
1122085,1178,144704,40-44,F,22,left,"(15,70)"
1122085,1178,144704,40-44,F,22,left,"(14,47)"
1122085,1178,144704,40-44,F,22,left,"(11,45)"
1122085,1178,144704,40-44,F,22,left,"(11,40)"
1122085,1178,144704,40-44,F,22,left,"(13,50)"
1122085,1178,144704,40-44,F,22,left,"(13,56)"
1122089,1178,144705,40-44,F,23,left,"(15,53)"
1122089,1178,144705,40-44,F,23,left,"(16,47)"
1122089,1178,144705,40-44,F,23,left,"(13,55)"
1122089,1178,144705,40-44,F,23,left,"(10,40)"
1122089,1178,144705,40-44,F,23,left,"(10,48)"
1122089,1178,144705,40-44,F,23,left,"(17,57)"
1122089,1178,144705,40-44,F,23,left,"(10,48)"
1122089,1178,144705,40-44,F,23,left,"(12,78)"
1122089,1178,144705,40-44,F,23,left,"(14,66)"
1122089,1178,144705,40-44,F,23,left,"(15,41)"
1122089,1178,144705,40-44,F,23,left,"(10,36)"
1122089,1178,144705,40-44,F,23,left,"(9,47)"
1122089,1178,144705,40-44,F,23,left,"(12,47)"
1122089,1178,144705,40-44,F,23,left,"(13,45)"
1122089,1178,144705,40-44,F,23,left,"(13,57)"
1122089,1178,144705,40-44,F,23,left,"(10,41)"
1122089,1178,144705,40-44,F,23,left,"(10,69)"
1122089,1178,144705,40-44,F,23,left,"(14,41)"
1122089,1178,144705,40-44,F,23,left,"(17,51)"
1122089,1178,144705,40-44,F,23,left,"(13,35)"
1122089,1178,144705,40-44,F,23,left,"(11,40)"
1122089,1178,144705,40-44,F,23,left,"(11,64)"
1122089,1178,144705,40-44,F,23,left,"(12,47)"
1122089,1178,144705,40-44,F,23,left,"(13,66)"
1122089,1178,144705,40-44,F,23,left,"(12,48)"
1122089,1178,144705,40-44,F,23,left,"(10,61)"
1122089,1178,144705,40-44,F,23,left,"(13,54)"
1122089,1178,144705,40-44,F,23,left,"(13,41)"
1122089,1178,144705,40-44,F,23,left,"(11,33)"
1122089,1178,144705,40-44,F,23,left,"(14,59)"
1122089,1178,144705,40-44,F,23,left,"(14,40)"
1122089,1178,144705,40-44,F,23,left,"(12,53)"
1122089,1178,144705,40-44,F,23,left,"(12,56)"
1122089,1178,144705,40-44,F,23,left,"(10,44)"
1122089,1178,144705,40-44,F,23,left,"(10,61)"
1122089,1178,144705,40-44,F,23,left,"(15,46)"
1122089,1178,144705,40-44,F,23,left,"(13,41)"
1122089,1178,144705,40-44,F,23,left,"(11,53)"
1122089,1178,144705,40-44,F,23,left,"(10,66)"
1122089,1178,144705,40-44,F,23,left,"(14,50)"
1122089,1178,144705,40-44,F,23,left,"(12,55)"
1122089,1178,144705,40-44,F,23,left,"(15,41)"
1122089,1178,144705,40-44,F,23,left,"(12,57)"
1122089,1178,144705,40-44,F,23,left,"(10,38)"
1122089,1178,144705,40-44,F,23,left,"(13,64)"
1122089,1178,144705,40-44,F,23,left,"(13,63)"
1122089,1178,144705,40-44,F,23,left,"(11,53)"
1122089,1178,144705,40-44,F,23,left,"(10,45)"
1122089,1178,144705,40-44,F,23,left,"(15,66)"
1122089,1178,144705,40-44,F,23,left,"(12,40)"
1122089,1178,144705,40-44,F,23,left,"(10,39)"
1122092,1178,144705,40-44,F,23,left,"(11,40)"
1122092,1178,144705,40-44,F,23,left,"(12,41)"
1122092,1178,144705,40-44,F,23,left,"(10,57)"
1122092,1178,144705,40-44,F,23,left,"(13,46)"
1122092,1178,144705,40-44,F,23,left,"(13,69)"
1122092,1178,144705,40-44,F,23,left,"(13,51)"
1122092,1178,144705,40-44,F,23,left,"(11,57)"
1122092,1178,144705,40-44,F,23,left,"(12,64)"
1122092,1178,144705,40-44,F,23,left,"(11,52)"
1122092,1178,144705,40-44,F,23,left,"(10,40)"
1122092,1178,144705,40-44,F,23,left,"(13,81)"
1122092,1178,144705,40-44,F,23,left,"(10,45)"
1122092,1178,144705,40-44,F,23,left,"(10,59)"
1122092,1178,144705,40-44,F,23,left,"(13,56)"
1122092,1178,144705,40-44,F,23,left,"(13,46)"
1122092,1178,144705,40-44,F,23,left,"(15,53)"
1122092,1178,144705,40-44,F,23,left,"(12,62)"
1122092,1178,144705,40-44,F,23,left,"(12,56)"
1122092,1178,144705,40-44,F,23,left,"(9,46)"
1122092,1178,144705,40-44,F,23,left,"(11,45)"
1122092,1178,144705,40-44,F,23,left,"(12,58)"
1122092,1178,144705,40-44,F,23,left,"(14,52)"
1122092,1178,144705,40-44,F,23,left,"(13,59)"
1122092,1178,144705,40-44,F,23,left,"(12,53)"
1122092,1178,144705,40-44,F,23,left,"(10,53)"
1122092,1178,144705,40-44,F,23,left,"(14,44)"
1122092,1178,144705,40-44,F,23,left,"(10,29)"
1122101,1178,144707,40-44,F,25,left,"(10,81)"
1122101,1178,144707,40-44,F,25,left,"(10,48)"
1122101,1178,144707,40-44,F,25,left,"(16,60)"
1122101,1178,144707,40-44,F,25,left,"(10,64)"
1122101,1178,144707,40-44,F,25,left,"(10,61)"
1122101,1178,144707,40-44,F,25,left,"(17,40)"
1122101,1178,144707,40-44,F,25,left,"(12,35)"
1122101,1178,144707,40-44,F,25,left,"(12,59)"
1122101,1178,144707,40-44,F,25,left,"(9,47)"
1122101,1178,144707,40-44,F,25,left,"(11,49)"
1122101,1178,144707,40-44,F,25,left,"(14,62)"
1122101,1178,144707,40-44,F,25,left,"(11,46)"
1122101,1178,144707,40-44,F,25,left,"(10,45)"
1122101,1178,144707,40-44,F,25,left,"(14,36)"
1122101,1178,144707,40-44,F,25,left,"(14,39)"
1122101,1178,144707,40-44,F,25,left,"(15,45)"
1122101,1178,144707,40-44,F,25,left,"(11,55)"
1122101,1178,144707,40-44,F,25,left,"(10,31)"
1122101,1178,144707,40-44,F,25,left,"(8,65)"
1122101,1178,144707,40-44,F,25,left,"(14,42)"
1122101,1178,144707,40-44,F,25,left,"(14,32)"
1122101,1178,144707,40-44,F,25,left,"(11,55)"
1122101,1178,144707,40-44,F,25,left,"(13,44)"
1122101,1178,144707,40-44,F,25,left,"(11,46)"
1122101,1178,144707,40-44,F,25,left,"(11,54)"
1122101,1178,144707,40-44,F,25,left,"(15,27)"
1122101,1178,144707,40-44,F,25,left,"(11,63)"
1122101,1178,144707,40-44,F,25,left,"(8,56)"
1122101,1178,144707,40-44,F,25,left,"(10,56)"
1122101,1178,144707,40-44,F,25,left,"(13,40)"
1122101,1178,144707,40-44,F,25,left,"(13,56)"
1122101,1178,144707,40-44,F,25,left,"(11,57)"
1122101,1178,144707,40-44,F,25,left,"(10,70)"
1122101,1178,144707,40-44,F,25,left,"(10,35)"
1122101,1178,144707,40-44,F,25,left,"(10,60)"
1122101,1178,144707,40-44,F,25,left,"(13,45)"
1122101,1178,144707,40-44,F,25,left,"(15,55)"
1122101,1178,144707,40-44,F,25,left,"(15,56)"
1122101,1178,144707,40-44,F,25,left,"(11,45)"
1122101,1178,144707,40-44,F,25,left,"(12,52)"
1122101,1178,144707,40-44,F,25,left,"(12,65)"
1122101,1178,144707,40-44,F,25,left,"(15,44)"
1122101,1178,144707,40-44,F,25,left,"(14,65)"
1122101,1178,144707,40-44,F,25,left,"(10,48)"
1122101,1178,144707,40-44,F,25,left,"(10,59)"
1122101,1178,144707,40-44,F,25,left,"(11,60)"
1122101,1178,144707,40-44,F,25,left,"(11,44)"
1122101,1178,144707,40-44,F,25,left,"(10,62)"
1122101,1178,144707,40-44,F,25,left,"(10,49)"
1122101,1178,144707,40-44,F,25,left,"(10,71)"
1122101,1178,144707,40-44,F,25,left,"(10,38)"
1122101,1178,144707,40-44,F,25,left,"(13,36)"
1122101,1178,144707,40-44,F,25,left,"(15,63)"
1122101,1178,144707,40-44,F,25,left,"(12,47)"
1122101,1178,144707,40-44,F,25,left,"(12,52)"
1122101,1178,144707,40-44,F,25,left,"(11,45)"
1122101,1178,144707,40-44,F,25,left,"(10,70)"
1122101,1178,144707,40-44,F,25,left,"(12,42)"
1122101,1178,144707,40-44,F,25,left,"(12,42)"
1122101,1178,144707,40-44,F,25,left,"(14,55)"
1122101,1178,144707,40-44,F,25,left,"(15,64)"
1122101,1178,144707,40-44,F,25,left,"(11,37)"
1122101,1178,144707,40-44,F,25,left,"(10,54)"
1122102,1178,144707,40-44,F,25,left,"(15,49)"
1122102,1178,144707,40-44,F,25,left,"(9,44)"
1122102,1178,144707,40-44,F,25,left,"(12,56)"
1122102,1178,144707,40-44,F,25,left,"(14,52)"
1122102,1178,144707,40-44,F,25,left,"(13,33)"
1122102,1178,144707,40-44,F,25,left,"(9,54)"
1122102,1178,144707,40-44,F,25,left,"(13,49)"
1122102,1178,144707,40-44,F,25,left,"(11,55)"
1122102,1178,144707,40-44,F,25,left,"(14,61)"
1122102,1178,144707,40-44,F,25,left,"(13,52)"
1122102,1178,144707,40-44,F,25,left,"(10,62)"
1122102,1178,144707,40-44,F,25,left,"(14,46)"
1122102,1178,144707,40-44,F,25,left,"(12,40)"
1122102,1178,144707,40-44,F,25,left,"(12,49)"
1122102,1178,144707,40-44,F,25,left,"(13,61)"
1122102,1178,144707,40-44,F,25,left,"(10,61)"
1122102,1178,144707,40-44,F,25,left,"(11,59)"
1122102,1178,144707,40-44,F,25,left,"(15,41)"
1122102,1178,144707,40-44,F,25,left,"(10,34)"
1122102,1178,144707,40-44,F,25,left,"(12,32)"
1122102,1178,144707,40-44,F,25,left,"(16,48)"
1122102,1178,144707,40-44,F,25,left,"(11,58)"
1122102,1178,144707,40-44,F,25,left,"(16,54)"
1122102,1178,144707,40-44,F,25,left,"(10,59)"
1122102,1178,144707,40-44,F,25,left,"(13,64)"
1122102,1178,144707,40-44,F,25,left,"(12,52)"
1122102,1178,144707,40-44,F,25,left,"(14,50)"
1122102,1178,144707,40-44,F,25,left,"(13,59)"
1122102,1178,144707,40-44,F,25,left,"(11,58)"
1122102,1178,144707,40-44,F,25,left,"(16,43)"
1122102,1178,144707,40-44,F,25,left,"(12,45)"
1122102,1178,144707,40-44,F,25,left,"(9,56)"
1122102,1178,144707,40-44,F,25,left,"(13,67)"
1122102,1178,144707,40-44,F,25,left,"(11,46)"
1122102,1178,144707,40-44,F,25,left,"(14,43)"
1122103,1178,144707,40-44,F,25,left,"(15,42)"
1122103,1178,144707,40-44,F,25,left,"(11,46)"
1122103,1178,144707,40-44,F,25,left,"(14,51)"
1122103,1178,144707,40-44,F,25,left,"(11,63)"
